,Name,Artist,acousticness,danceability,duration_ms,energy,explicit,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,year
1761,Let Her Go,Passenger,0.365,0.479,252733,0.545,0,0,7,0.0963,1.014626111,1,0.0688,74.897,0.243,2013
1762,Let It All Work Out,Lil Wayne,0.0218,0.551,316192,0.562,1,0,8,0.302,1.014760556,0,0.163,135.679,0.438,2018
1763,Let It Go,James Bay,0.818,0.546,260533,0.311,0,1.65E-05,1,0.107,1.013778889,1,0.0288,147.464,0.246,2014
1764,Let It Rock,Kevin Rudolf,0.000391,0.643,181187,0.679,0,0,2,0.0565,1.015115278,0,0.0343,113.166,0.545,2008
1765,Let Me,Zayn,0.239,0.46,185373,0.566,0,5.96E-06,9,0.0967,1.015100833,1,0.0502,168.408,0.189,2017
1766,Let Me Down Easy,Billy Currington,0.361,0.606,228493,0.497,0,0,1,0.106,1.015276389,1,0.0278,125.059,0.18,2010
1767,Let Me Down Slowly,Alec Benjamin,0.74,0.652,169354,0.557,0,0,1,0.124,1.015079444,0,0.0318,150.073,0.483,2018
1768,Let Me In,Young Buck,0.117,0.685,224253,0.89,1,0,1,0.0399,1.015471667,0,0.32,91.196,0.67,2004
1769,Let Me Love You,Mario,0.199,0.639,252913,0.5855,0,0,7,0.10795,1.014260833,0,0.0919,94.439,0.5815,2004
1770,Let Me See Ya Girl,Cole Swindell,0.254,0.523,187587,0.834,0,0,6,0.393,1.0156775,1,0.0281,92.99,0.445,2014
1771,Let Them Be Little,Billy Dean,0.266,0.54,225653,0.516,0,0,1,0.204,1.015216389,1,0.0246,135.9,0.285,2005
1772,Let There Be Cowgirls,Chris Cagle,0.0892,0.537,273480,0.788,0,1.27E-06,11,0.164,1.015123056,1,0.0362,161.991,0.727,2012
1773,Let You Down,Nf,0.312,0.662,212120,0.714,0,0,5,0.179,1.015088889,0,0.121,147.997,0.464,2017
1774,Let'S Get Away,T.I.,0.342,0.567,278720,0.826,1,0,10,0.135,1.015367222,0,0.443,84.814,0.726,2003
1775,Let'S Get Blown,Snoop Dogg,0.402,0.94,280680,0.621,1,0.079,4,0.245,1.015384722,0,0.199,106.001,0.694,2004
1776,Let'S Get Crazy,Hannah Montana,0.00303,0.72,155600,0.913,0,6.24E-05,7,0.348,1.015647222,1,0.0491,124.997,0.8,2009
1777,Let'S Get Married,Jagged Edge,0.175,0.761,263227,0.627,0,0,1,0.128,1.015123889,1,0.0538,109.821,0.891,2000
1778,Let'S Ride,The Game,0.169,0.878,237680,0.739,1,0,5,0.119,1.015234167,1,0.189,93.601,0.824,2006
1779,Letter To Me,Brad Paisley,0.676,0.532,280827,0.492,0,6.12E-05,9,0.086,1.014095833,1,0.0312,79.242,0.366,2007
1780,Letters From Home,John Michael Montgomery,0.367,0.644,267533,0.626,0,5.78E-06,0,0.155,1.014654722,1,0.0258,128.029,0.388,2004
1781,Lettin' The Night Roll,Justin Moore,0.0873,0.542,203120,0.859,0,0,2,0.145,1.015239722,1,0.0424,140.9,0.637,2013
1782,Level Up,Ciara,0.0142,0.746,204150,0.825,0,0.0107,1,0.121,1.015370556,1,0.169,152.914,0.584,2018
1783,Levels,Nick Jonas,0.0488,0.432,167693,0.656,0,0,5,0.256,1.015369722,0,0.428,199.246,0.66,2015
1784,Liability,Lorde,0.92,0.587,171728,0.229,0,0,10,0.1,1.013540556,0,0.128,75.67,0.379,2017
1785,Liar,Profyle,0.226,0.694,297893,0.617,1,0,10,0.247,1.015678056,0,0.049,114.064,0.305,2000
1786,Lie,Nf,0.161,0.513,209213,0.661,0,0,5,0.246,1.014883611,1,0.24,94.791,0.179,2017
1787,Life After You,Daughtry,0.05655,0.415,206813,0.78,0,0,5,0.422,1.015735694,1,0.0328,102.6765,0.3355,2009
1788,Life Ain'T Always Beautiful,Gary Allan,0.216,0.481,224613,0.508,0,0.000175,2,0.105,1.014537222,1,0.0248,86.013,0.268,2005
1789,Life Changes,Thomas Rhett,0.1,0.687,190227,0.845,0,0,7,0.0452,1.015452778,1,0.0576,87.972,0.809,2017
1790,Life Is A Highway,Rascal Flatts,0.002675,0.572,275980,0.943,0,0,5,0.211,1.015359722,1,0.0669,103.0345,0.6065,2006
1791,Life Is Worth Living,Justin Bieber,0.907,0.558,234787,0.296,0,0,10,0.108,1.014116667,1,0.0427,76.04,0.463,2015
1792,Life Of The Party,Shawn Mendes,0.0663,0.666,214533,0.615,0,0,10,0.111,1.015279167,1,0.0314,113.978,0.161,2015
1793,Life'S What You Make It,Hannah Montana,0.0519,0.628,188467,0.941,0,0,0,0.519,1.015748611,1,0.0508,143.999,0.85,2007
1794,Lifeline,Papa Roach,0.000183,0.454,257547,0.909,0,0.00026,2,0.371,1.015213889,1,0.0555,106.044,0.3,2009
1795,Lifetime,Maxwell,0.307,0.695,329413,0.454,0,4.60E-06,9,0.0727,1.014648056,1,0.0788,127.986,0.496,2001
1796,Light It Up,Luke Bryan,0.133,0.608,177306,0.928,0,0,6,0.103,1.01591,0,0.0883,130.012,0.738,2017
1797,Light On,David Cook,0.0794,0.446,228827,0.834,0,0,9,0.114,1.015551667,0,0.0341,132.034,0.363,2008
1798,Lights,Ellie Goulding,0.0721,0.703,244267,0.731,0,0.00191,8,0.138,1.014921389,0,0.0311,120.028,0.719,2010
1799,Lights And Sounds,Yellowcard,8.48E-05,0.344,208187,0.972,0,0,11,0.293,1.015645833,0,0.116,167.819,0.387,2006
1800,Lights Come On,Jason Aldean,0.0489,0.567,194507,0.839,0,0,6,0.103,1.015542222,0,0.0698,160.062,0.903,2016
1801,Lights Down Low,Max,0.0632,0.623,223847,0.493,0,0,5,0.104,1.014520278,0,0.0338,81.019,0.594,2016
1802,"Lights, Camera, Action!",Mr. Cheeks,0.115,0.792,261027,0.93,1,0,1,0.292,1.014911111,1,0.0693,105.505,0.812,2001
1803,Like A Boy,Ciara,0.267,0.701,237053,0.724,0,0,0,0.0867,1.015069167,0,0.145,132.035,0.425,2006
1804,Like A Cowboy,Randy Houser,0.254,0.511,262133,0.687,0,2.49E-06,1,0.108,1.015464444,1,0.0326,139.995,0.172,2013
1805,Like A Star,Corinne Bailey Rae,0.715,0.606,243213,0.226,0,0.0001,2,0.35,1.0137175,0,0.0347,122.711,0.142,2006
1806,Like A Stone,Audioslave,0.00797,0.614,293960,0.568,0,0,7,0.0997,1.015145278,0,0.0276,107.849,0.516,2002
1807,Like A Wrecking Ball,Eric Church,0.338,0.693,198907,0.335,0,0.000552,0,0.118,1.013649167,1,0.0395,136.071,0.623,2014
1808,Like Glue,Sean Paul,0.0811,0.757,232507,0.78,0,0,1,0.113,1.015267222,1,0.319,97.917,0.59,2002
1809,Like I Can,Sam Smith,0.343,0.656,167066,0.627,0,2.17E-05,7,0.124,1.014825833,0,0.0379,99.933,0.481,2014
1810,Like I Love You,Justin Timberlake,0.0439,0.853,283627,0.811,0,0.000304,6,0.0703,1.015298333,0,0.0646,114.961,0.901,2002
1811,Like I Loved You,Brett Young,0.196,0.582,207187,0.568,0,0,1,0.0841,1.014985833,1,0.0297,76.025,0.64,2017
1812,Like I Would,Zayn,0.0247,0.565,192133,0.832,0,0,10,0.26,1.015074444,0,0.114,112.827,0.233,2016
1813,Like Jesus Does,Eric Church,0.439,0.576,198733,0.355,0,4.55E-05,1,0.13,1.014336667,1,0.033,137.232,0.299,2011
1814,Like This,Mims,0.0317,0.771,203627,0.693,1,0,7,0.342,1.014588056,1,0.293,97.163,0.525,2007
1815,Like Toy Soldiers,Eminem,0.0205,0.629333333,296071.3333,0.770666667,1,0.000422667,8,0.097866667,1.015706019,0,0.303,81.194,0.399333333,2004
1816,Like We Never Loved At All,Faith Hill,0.0817,0.497,257693,0.468,0,0,2,0.112,1.014393889,1,0.0286,133.789,0.285,2005
1817,Like We Used To,A Rocket To The Moon,0.216,0.363,203733,0.71,0,0,2,0.121,1.015811111,1,0.0308,170.113,0.383,2009
1818,Like Whoa,"Aly, Aj",0.00935,0.703,150827,0.806,0,0.00056,8,0.0948,1.015285,0,0.0555,120.996,0.844,2007
1819,Like You,Daddy Yankee,0.103,0.809,202933,0.691,0,0,5,0.284,1.014840833,0,0.079,95.008,0.758,2004
1820,Like You'Ll Never See Me Again,Alicia Keys,0.174,0.562,315360,0.658,0,0.000285,7,0.102,1.014424444,1,0.0314,127.81,0.268,2007
1821,"Lions, Tigers & Bears",Jazmine Sullivan,0.0788,0.576,251200,0.515,0,0,6,0.118,1.014950556,1,0.0295,95.406,0.407,2008
1822,Lip Gloss,Lil Mama,0.41,0.619,219773,0.87,0,1.37E-06,2,0.0571,1.01529,1,0.501,188.772,0.94,2007
1823,Lips Are Movin,Meghan Trainor,0.0506,0.775,182667,0.825,0,1.03E-06,7,0.111,1.015166111,1,0.0464,139.091,0.95,2015
1824,Lips Of An Angel,Hinder,0.0217,0.476,261853,0.736,0,1.08E-06,2,0.203,1.015172222,1,0.0343,129.084,0.251,2005
1825,Liquor,Chris Brown,0.0212,0.686,224907,0.342,1,0,5,0.111,1.014290278,0,0.0447,104.995,0.429,2015
1826,Listen Before I Go,Billie Eilish,0.935,0.319,242652,0.0561,0,0.00384,0,0.388,1.010271389,1,0.045,79.764,0.082,2019
1827,Little Bit Of Everything,Keith Urban,0.239,0.619,205707,0.882,0,0,8,0.033,1.015002778,1,0.0912,159.98,0.897,2013
1828,Little Bit Of Life,Craig Morgan,0.292,0.667,251720,0.834,0,0,7,0.287,1.015349167,1,0.0344,96.944,0.703,2006
1829,Little Bit Of You,Chase Bryant,0.0639,0.612,186240,0.865,0,0,1,0.0801,1.015478611,1,0.0424,121.972,0.643,2014
1830,Little Drummer Boy,Pentatonix,0.3,0.713,255879,0.411,0,7.19E-05,8,0.0763,1.014377778,1,0.0355,134.007,0.626,2012
1831,Little Lion Man,"Mumford, Sons",0.0293,0.517,246973,0.481,1,1.79E-05,5,0.0903,1.014368611,1,0.0272,138.51,0.461,2009
1832,Little Man,Alan Jackson,0.1705,0.702,267713,0.4755,0,1.15E-06,1,0.0892,1.013781667,1,0.02805,119.927,0.391,1989
1833,Little Miss,Sugarland,0.0959,0.351,271267,0.797,0,4.12E-05,11,0.157,1.015476111,1,0.0379,129.14,0.243,2010
1834,Little Moments,Brad Paisley,0.262,0.5355,220167,0.5095,0,2.88E-06,9,0.276,1.014514167,1,0.02725,117.6765,0.3585,2003
1835,Little Red Corvette,Prince,0.281,0.748,296907,0.746,1,3.31E-05,1,0.632,1.013966389,1,0.111,123.144,0.709,1982
1836,Little Red Wagon,Miranda Lambert,0.0297,0.584,204387,0.813,0,0.000197,6,0.272,1.014660833,1,0.0582,95.081,0.774,2014
1837,Little Sister,Queens Of The Stone Age,0.0113,0.364,174027,0.959,0,0.000953,1,0.411,1.015845556,1,0.0627,161.797,0.927,2005
1838,Little Talks,Of Monsters And Men,0.0206,0.451,266600,0.757,0,0,1,0.146,1.015228611,1,0.0321,102.9195,0.419,2012
1839,Little Things,One Direction,0.811,0.709,219040,0.22,0,0,7,0.175,1.013373333,1,0.0327,110.076,0.53,2012
1840,Little Toy Guns,Carrie Underwood,0.00407,0.434,210760,0.868,0,1.98E-06,7,0.0919,1.016331111,1,0.0603,161.886,0.204,2014
1841,Little White Church,Little Big Town,0.13,0.667,186224,0.878,0,0,10,0.16,1.015334167,1,0.0445,107.024,0.816,2010
1842,Little Wonders,Rob Thomas,0.02725,0.2025,224926.5,0.604,0,0,9,0.0809,1.013864306,1,0.04135,124.78,0.3235,2007
1843,Live A Little,Kenny Chesney,0.0207,0.642,219107,0.886,0,0.0275,7,0.391,1.014958056,1,0.04,123.985,0.287,2010
1844,Live From The Gutter,"Drake, Future",0.0369,0.824,211643,0.49,1,1.24E-06,7,0.0807,1.014335833,1,0.429,165.948,0.307,2015
1845,Live Like We'Re Dying,Kris Allen,0.027,0.5835,212627,0.8965,0,0,0,0.315,1.015909861,1,0.042,92.011,0.937,2009
1846,Live Like You Were Dying,Tim Mcgraw,0.492,0.416,300333,0.546,0,0,7,0.0845,1.01452,1,0.0297,159.929,0.418,2004
1847,Live While We'Re Young,One Direction,0.0542,0.663,200213,0.857,0,0,2,0.144,1.016066667,1,0.0544,126.039,0.931,2012
1848,Livin' La Vida Loca,Ricky Martin,0.00411,0.425,243160,0.954,0,0,1,0.0555,1.015623333,0,0.0476,178.043,0.933,1999
1849,Livin' On A Prayer,Bon Jovi,0.05835,0.5425,250313,0.8615,0,0.0002975,0,0.219,1.015406389,1,0.0323,122.604,0.7975,1986
1850,Livin' Our Love Song,Jason Michael Carroll,0.287,0.488,231467,0.855,0,0,7,0.132,1.0157175,1,0.0399,148.971,0.799,2007
1851,Living And Living Well,George Strait,0.357,0.604,212540,0.671,0,0.00219,1,0.0935,1.014689167,1,0.03055,120.7925,0.535,2001
1852,Living In Fast Forward,Kenny Chesney,0.02435,0.685,211900,0.9085,0,0.000653,9,0.137,1.015165694,1,0.0364,116.964,0.915,2005
1853,Location,Khalid,0.3065,0.7675,218323,0.4425,0,0.0001335,1,0.0933,1.013689306,0,0.402,80.077,0.3185,2017
1854,Locked Out Of Heaven,Bruno Mars,0.049,0.726,233478,0.698,0,0,5,0.309,1.015509722,1,0.0431,143.994,0.867,2012
1855,Locked Up,Akon,0.024425,0.82425,235067,0.5765,1,0,7,0.10675,1.015440486,1,0.0952,89.97625,0.371,2004
1856,Lollipop,Framing Hanley,0.000484,0.348,187907,0.893,0,6.36E-05,0,0.281,1.015391944,1,0.0662,148.043,0.392,2008
1857,London Bridge,Fergie,0.216,0.769,241307,0.609,1,0,1,0.166,1.015029444,1,0.357,90.951,0.633,2006
1858,Lonely,Akon,0.3284,0.6298,235653.4,0.529,1,0,5,0.2398,1.014480167,0,0.03506,90.0802,0.603,2004
1859,Lonely Boy,The Black Keys,0.00417,0.356,193653,0.872,0,0.00975,2,0.0997,1.014489722,1,0.068,166.3,0.607,2011
1860,Lonely Eyes,Chris Young,0.0326,0.657,217413,0.674,0,1.88E-05,1,0.0947,1.015201944,1,0.0319,106.005,0.336,2013
1861,Lonely No More,Rob Thomas,0.033,0.551,226640,0.896,0,0,9,0.0899,1.015791111,0,0.109,171.79,0.858,2005
1862,Long Black Train,Josh Turner,0.237,0.537,250627,0.699,0,2.27E-05,10,0.114,1.014829167,1,0.0399,84.905,0.814,2003
1863,Long Hot Summer,Keith Urban,0.0301,0.657,273587,0.785,0,4.62E-06,3,0.0927,1.014325556,1,0.037,127.987,0.769,2010
1864,Long Live,Taylor Swift,0.036,0.418,317700,0.68,0,7.59E-05,7,0.111,1.015472222,1,0.03465,204.1225,0.142,2010
1865,Long Road To Ruin,Foo Fighters,0.000367,0.401,224880,0.888,0,0,0,0.12,1.015613056,1,0.0401,146.781,0.365,2007
1866,Long Trip Alone,Dierks Bentley,0.239,0.324,223200,0.514,0,4.97E-06,7,0.107,1.014936667,1,0.0338,184.975,0.216,2006
1867,Long Way 2 Go,Cassie,0.057,0.589,220640,0.655,0,0.000353,8,0.372,1.014406111,1,0.0488,105.272,0.675,2006
1868,Look After You,The Fray,0.0575,0.447,266773,0.592,0,4.47E-06,6,0.13,1.015829167,0,0.0319,78.039,0.283,2005
1869,Look Alive,Rae Sremmurd,0.0552,0.786,228000,0.583,1,1.84E-06,0,0.326,1.014606944,1,0.0393,120.024,0.229,2016
1870,Look At Me!,Xxxtentacion,0.259,0.763,126346,0.726,1,0,1,0.0976,1.0148875,1,0.282,139.059,0.349,2017
1871,Look At You,"Big, Rich",0.0681,0.503,223707,0.822,0,0,11,0.145,1.015294167,1,0.0506,164.013,0.714,2014
1872,Look Back At It,A Boogie Wit Da Hoodie,0.407,0.791,179449,0.587,1,0,3,0.148,1.015256944,0,0.0413,96.057,0.536,2018
1873,Look What God Gave Her,Thomas Rhett,0.0272,0.739,168960,0.85,0,0,2,0.181,1.015565,1,0.0308,113,0.883,2019
1874,Look What You Made Me Do,Taylor Swift,0.204,0.766,211853,0.709,0,1.41E-05,9,0.126,1.014869167,0,0.123,128.07,0.506,2017
1875,Look What You'Ve Done,Jet,0.414,0.398,230880,0.547,0,0.00143,0,0.146,1.014765,1,0.0261,73.396,0.305,2003
1876,Looking For You,Kirk Franklin,0.0138,0.81,246560,0.72,0,0,1,0.221,1.015335278,1,0.0503,121.984,0.805,2005
1877,Lose It,Kane Brown,0.00245,0.544,178987,0.854,0,1.20E-06,4,0.249,1.015286667,0,0.0289,91.966,0.436,2019
1878,Lose My Mind,Brett Eldredge,0.0206,0.68,155440,0.755,0,0,6,0.21,1.015136389,0,0.029,101.048,0.824,2015
1879,Lose Yourself,Eminem,0.009235,0.6865,320460,0.735,1,0.0006895,2,0.3265,1.015397083,1,0.27,171.393,0.0595,2002
1880,Loser,3 Doors Down,0.0108,0.493,264800,0.88,0,2.66E-05,6,0.226,1.014882222,0,0.0693,147.913,0.389,2000
1881,Losin Control,Russ,0.515,0.759,237507,0.245,1,0.000154,6,0.102,1.014848611,1,0.138,96.992,0.209,2016
1882,Losing Grip,Avril Lavigne,0.00128,0.534,233760,0.888,0,6.15E-06,8,0.0772,1.015370278,0,0.0972,158.368,0.582,2002
1883,Losing Sleep,Chris Young,0.0715,0.584,178253,0.621,0,1.68E-06,1,0.389,1.0150825,1,0.0443,92.003,0.634,2017
1884,Lost,Gorilla Zoe,0.0162,0.722,287187,0.564,1,0.176,0,0.351,1.01459,0,0.0668,136.039,0.553,2009
1885,Lost In The Echo,Linkin Park,0.0154,0.546,205120,0.98,0,0,9,0.31,1.015827778,0,0.0619,120.037,0.478,2012
1886,Lost In This Moment,"Big, Rich",0.32,0.599,210843,0.574,0,0,11,0.226,1.014621389,1,0.0434,147.751,0.677,2007
1887,Lost Without U,Robin Thicke,0.226,0.664,254147,0.351,0,2.38E-06,0,0.106,1.013295556,1,0.118,113.204,0.816,2006
1888,Lot Of Leavin' Left To Do,Dierks Bentley,0.00112,0.578,272627,0.878,0,0.0146,11,0.6,1.015712778,1,0.0287,118.029,0.693,2005
1889,Loud,Mac Miller,0.003345,0.642,171005,0.844,1,2.46E-05,1,0.3765,1.015261806,1,0.04,140.0195,0.2275,2012
1890,Love,Keyshia Cole,0.064,0.688,255333,0.519,0,0,5,0.1,1.015476389,1,0.0283,116.714,0.318,2005
1891,Love,Lana Del Rey,0.487,0.527,272743,0.366,0,0.0023,10,0.11,1.013626944,1,0.0277,98.994,0.234,2017
1892,Love,Musiq Soulchild,0.342,0.569,304667,0.385,0,0,1,0.0876,1.013911389,0,0.0499,99.738,0.339,2000
1893,Love Ain'T,Eli Young Band,0.00566,0.6,186119,0.851,0,9.78E-06,11,0.0891,1.015376389,1,0.0388,98.007,0.727,2018
1894,Love All Over Me,Monica,0.546,0.514,229947,0.628,0,0,4,0.161,1.015094167,0,0.0451,129.539,0.422,2010
1895,Love And War,Tamar Braxton,0.469,0.27,241920,0.58,0,0,8,0.343,1.015078611,0,0.039,179.919,0.242,2013
1896,Love At First Sight,Kylie Minogue,0.0288,0.603,238267,0.774,0,0.051,3,0.0533,1.014981667,0,0.0428,124.994,0.48,2001
1897,Love Don'T Cost A Thing,Jennifer Lopez,0.00305,0.786,221227,0.842,0,3.54E-06,4,0.473,1.015245833,0,0.0707,97.577,0.685,2001
1898,Love Don'T Die,The Fray,0.0095,0.632,183093,0.805,0,0,11,0.197,1.01542,0,0.0303,115.489,0.275,2014
1899,Love Don'T Run,Steve Holy,0.475,0.512,219267,0.532,0,0,0,0.0993,1.015755556,1,0.0301,147.473,0.256,2011
1900,Love Done Gone,Billy Currington,0.12,0.67,210747,0.72,0,0,8,0.0694,1.015813056,1,0.0291,127.001,0.805,2010
1901,Love Drunk,Boys Like Girls,0.00177,0.44,226707,0.976,0,3.39E-06,10,0.16,1.015786111,1,0.141,150.005,0.412,2009
1902,Love Faces,Trey Songz,0.0599,0.654,243800,0.599,0,0,11,0.161,1.014805833,1,0.0563,119.778,0.333,2010
1903,Love Is Blind,Eve,0.263,0.688,260307,0.815,1,0,0,0.151,1.015344167,1,0.321,176.087,0.587,1999
1904,Love Like Crazy,Lee Brice,0.0203,0.535,217387,0.725,0,1.45E-05,10,0.176,1.015247778,1,0.0275,78.489,0.292,2010
1905,Love Like Winter,Afi,0.000259,0.592,165653,0.914,0,0.000139,10,0.0452,1.015346389,0,0.0468,120.032,0.524,2006
1906,Love Like Woe,The Ready Set,0.139,0.697,200453,0.775,0,0,10,0.0737,1.015526111,1,0.0636,90.015,0.822,2010
1907,Love Lockdown,Kanye West,0.0542,0.76,270307,0.524,0,0.5,1,0.112,1.014536111,0,0.0323,119.603,0.112,2008
1908,Love Me,Justin Bieber,0.00939,0.729,191573,0.868,0,0,3,0.283,1.015744722,1,0.0609,124.957,0.632,2009
1909,Love Me,The 1975,0.00745,0.621,222040,0.802,0,2.67E-05,10,0.597,1.015754167,0,0.04,97.012,0.887,2016
1910,Love Me Again,John Newman,0.00453,0.495,239894,0.894,0,0.000596,2,0.103,1.015329444,0,0.0441,126.03,0.213,2013
1911,Love Me Harder,"Ariana Grande, The Weeknd",0.00937,0.472,236133,0.714,0,0,1,0.0764,1.0154475,0,0.0334,98.992,0.24,2014
1912,Love Me Like You Do,Ellie Goulding,0.27,0.489,253520,0.597,0,0,5,0.105,1.014824167,0,0.0292,95.012,0.324,2018
1913,Love Me Like You Mean It,Kelsea Ballerini,0.0452,0.645,200027,0.84,0,0,4,0.327,1.015029444,1,0.0518,151.94,0.805,2015
1914,Love Me Now,John Legend,0.591,0.488,210293,0.762,0,0,8,0.0763,1.015599444,1,0.0865,123.889,0.709,2016
1915,Love Myself,Hailee Steinfeld,0.0026,0.617,218773,0.759,0,0,0,0.419,1.014781944,0,0.0678,122.924,0.324,2016
1916,Love Of A Woman,Travis Tritt,0.239,0.324,217533,0.574,0,0,7,0.143,1.015098056,1,0.0292,74.101,0.335,2000
1917,Love Of My Life,Brian Mcknight,0.134,0.649,281867,0.445,0,7.42E-06,6,0.116,1.014686111,1,0.029,123.767,0.335,2001
1918,Love On The Brain,Rihanna,0.0717,0.509,224000,0.637,1,1.08E-05,4,0.0789,1.015325,0,0.0471,172.006,0.378,2016
1919,Love On The Weekend,John Mayer,0.585,0.7235,212473.5,0.5645,0,0.001766,7,0.06315,1.014279306,1,0.02865,119.9555,0.414,2016
1920,Love Remains The Same,Gavin Rossdale,0.236,0.406,249440,0.632,0,0,4,0.18,1.015245833,1,0.0344,149.258,0.109,2012
1921,Love Runs Out,Onerepublic,0.167,0.719,224227,0.935,0,0,7,0.0973,1.015624444,1,0.0589,120.022,0.738,2014
1922,Love Scars 3,Trippie Redd,0.136,0.544,129429,0.524,1,0,8,0.106,1.014468333,1,0.0621,81.982,0.117,2018
1923,Love So Soft,Kelly Clarkson,0.0053,0.808,172427,0.581,0,1.19E-05,11,0.0828,1.015158333,1,0.07,130.012,0.758,2017
1924,Love Somebody,Maroon 5,0.137,0.675,229820,0.791,0,0,1,0.1205,1.014916944,1,0.03685,120.0155,0.409,2012
1925,Love Someone,Brett Eldredge,0.218,0.423,211720,0.813,0,1.62E-06,9,0.0732,1.015274722,1,0.0507,173.995,0.421,2017
1926,Love Someone,Lukas Graham,0.1665,0.544,205451.5,0.412,0,0,9,0.109,1.014841944,0,0.05125,171.9515,0.2695,2018
1927,Love Song,311,0.0154,0.625,211693,0.686,0,0.0499,9,0.0932,1.014350833,0,0.0309,139.817,0.556,2004
1928,Love Song,Sara Bareilles,0.0208,0.583,258827,0.786,0,0,2,0.188,1.015793889,0,0.0301,123.055,0.573,2007
1929,Love Sosa,Chief Keef,0.0361,0.772,246213,0.413,1,0,0,0.111,1.014390833,0,0.089,131.965,0.211,2012
1930,Love Story,Taylor Swift,0.152666667,0.617666667,235604.6667,0.739333333,0,0,2,0.077466667,1.015568796,1,0.030966667,118.9833333,0.303,2008
1931,Love To Lay,The Weeknd,0.052,0.711,223293,0.807,0,0,7,0.214,1.015263333,0,0.0608,116.971,0.698,2016
1932,Love Today,Mika,0.0365,0.67,235173,0.909,0,0.00407,11,0.11,1.015291667,0,0.067,124.461,0.544,2007
1933,Love You Like A Love Song,"Selena Gomez, The Scene",0.0761,0.858,188453,0.678,0,0,1,0.0741,1.015591667,0,0.0469,117.009,0.922,2011
1934,Love You Like That,Canaan Smith,0.0107,0.559,203053,0.766,0,6.98E-05,11,0.194,1.015262222,1,0.0295,145.26,0.723,2015
1935,Love You More,Ginuwine,0.0887,0.661,241373,0.422,0,2.39E-06,8,0.164,1.014745,0,0.0282,117.007,0.428,2003
1936,Love You Out Loud,Rascal Flatts,0.151,0.621,185493,0.874,0,0,8,0.287,1.0158825,1,0.0338,97.079,0.712,2002
1937,Love Your Love The Most,Eric Church,0.194,0.333,170387,0.524,0,0,10,0.124,1.014781111,1,0.0301,73.393,0.438,2009
1938,Love Yourself,Justin Bieber,0.835,0.609,233720,0.378,0,0,4,0.28,1.013936667,1,0.438,100.418,0.515,2015
1939,Love'S Gonna Make It Alright,George Strait,0.221,0.707,228893,0.867,0,0.00039,4,0.268,1.015161667,1,0.0339,110.996,0.649,2011
1940,Lovebug,Jonas Brothers,0.126,0.597,220693,0.499,0,0,4,0.214,1.01494,1,0.0581,79.071,0.521,2008
1941,Lovegame,Lady Gaga,0.00569,0.894,216333,0.678,0,2.43E-06,6,0.317,1.015108056,0,0.0523,105.024,0.844,2008
1942,Lover Of The Light,"Mumford, Sons",0.00776,0.301,314893,0.69,0,0.000643,2,0.273,1.014763056,1,0.0513,106.758,0.368,2012
1943,"Lover, Lover",Jerrod Niemann,0.184,0.879,193733,0.567,0,0,7,0.622,1.014858611,1,0.0586,112.472,0.948,2010
1944,Lovin' You Is Fun,Easton Corbin,0.32,0.703,199013,0.83,0,0,8,0.364,1.015825556,1,0.0327,109.958,0.597,2012
1945,Loving You Easy,Zac Brown Band,0.0137,0.721,155653,0.596,0,3.53E-06,1,0.0671,1.015559722,1,0.0275,98.995,0.359,2015
1946,Lucid Dreams,Juice Wrld,0.3505,0.527,239898,0.5705,1,0,6,0.31,1.01466875,0,0.2055,83.922,0.226,2018
1947,Lucky,Britney Spears,0.262,0.765,206227,0.791,0,0.000154,8,0.0669,1.015081389,1,0.0317,95.026,0.966,2000
1948,Lucky,"Jason Mraz, Colbie Caillat",0.296,0.623,191360,0.417,0,0,0,0.135,1.014250278,1,0.0354,130.032,0.721,2008
1949,Lucky Man,Montgomery Gentry,0.368,0.578,196707,0.471,0,0,4,0.159,1.014647222,1,0.0289,133.061,0.532,2006
1950,Lullaby,Nickelback,0.000372,0.508,228107,0.832,0,0,11,0.0859,1.015445833,1,0.032,136.004,0.404,2011
1951,Lush Life,Zara Larsson,0.133,0.694,201122,0.712,0,0,7,0.211,1.015576944,0,0.046,98.022,0.799,2017
1952,Lust,Lil Skies,0.138,0.718,156000,0.767,1,0,9,0.114,1.015099722,1,0.166,160.084,0.519,2017
1953,Lust.,Kendrick Lamar,0.193,0.678,307880,0.562,1,0,3,0.104,1.014111944,0,0.508,94.241,0.566,2017
1954,Luv,Tory Lanez,0.0108,0.539,228640,0.528,1,0,11,0.117,1.014413056,0,0.252,190.169,0.252,2016
1955,Luv U Better,Ll Cool J,0.232,0.668,287000,0.806,0,0,6,0.18,1.015583333,1,0.239,95.022,0.721,2002
1956,Luxurious,Gwen Stefani,0.154,0.811,264920,0.726,0,0,0,0.116,1.015556944,1,0.0813,131.027,0.666,2004
1957,Lying From You,Linkin Park,0.00777,0.535,175373,0.951,0,0,3,0.0669,1.015743333,0,0.18,160.102,0.723,2003
1958,Mad Season,Matchbox Twenty,0.13,0.278,302107,0.87,0,0,10,0.286,1.015175556,1,0.0547,171.992,0.577,2000
1959,Mad Stalkers,"21 Savage, Offset, Metro Boomin",0.147,0.9,202667,0.365,1,0.185,10,0.179,1.014890278,0,0.235,135.003,0.136,2017
