,Name,Artist,acousticness,danceability,duration_ms,energy,explicit,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,year
28,50 Ways To Say Goodbye,Train,0.00028399999999999986,0.5909999999999999,247947.0,0.9350000000000002,0,0.0002779999999999999,6.0,0.14199999999999996,0.9556,1,0.04779999999999998,140.04300000000006,0.7360000000000002,2012
29,6 God,Drake,0.0249,0.868,180667.0,0.623,1,0.0,2.0,0.125,0.85675,1,0.10099999999999999,105.446,0.498,2015
30,6 Man,Drake,0.217,0.568,167653.0,0.535,1,0.0,4.0,0.114,0.8449,1,0.513,83.589,0.326,2015
31,7 Days,Craig David,0.2454999999999999,0.6515000000000002,236253.0,0.8275000000000002,0,0.0,4.0,0.0949,0.88545,0,0.04995000000000002,83.01849999999997,0.885,2000
32,7 Rings,Ariana Grande,0.5920000000000004,0.7780000000000001,178627.0,0.3170000000000001,1,0.0,1.0,0.08810000000000003,0.8211333333333333,0,0.3339999999999998,140.04799999999994,0.327,2019
33,7 Years,Lukas Graham,0.28700000000000014,0.7650000000000003,237300.0,0.47300000000000025,0,0.0,10.0,0.391,0.9028499999999999,1,0.05140000000000005,119.99200000000009,0.3399999999999999,2016
34,8,Billie Eilish,0.698,0.735,173202.0,0.235,0,0.00604,3.0,0.107,0.77935,1,0.315,62.446000000000005,0.462,2019
35,8 Out Of 10,Drake,0.161,0.527,195720.0,0.6890000000000001,1,0.0,2.0,0.498,0.8688333333333333,1,0.741,170.53799999999998,0.31,2018
36,808,Blaque,0.003279999999999999,0.867,306693.0,0.42,0,3.18e-06,1.0,0.0887,0.8420333333333333,1,0.167,121.65999999999998,0.36700000000000005,1999
37,80S Mercedes,Maren Morris,0.0665,0.48500000000000004,211767.0,0.8339999999999997,0,0.0,9.0,0.28000000000000014,0.9097833333333334,1,0.0715,90.93299999999999,0.6589999999999999,2017
38,8Th Of November,"Big, Rich",0.11699999999999999,0.259,298240.0,0.7290000000000001,0,0.0,2.0,0.43799999999999994,0.9555833333333333,1,0.0418,169.11,0.284,2005
39,9,Drake,0.0008029999999999999,0.68,255787.0,0.7120000000000001,1,0.000612,10.0,0.23700000000000002,0.8802666666666666,1,0.0453,100.009,0.0379,2016
40,92 Explorer,Post Malone,0.265,0.7979999999999999,211427.0,0.733,1,1.25e-06,7.0,0.114,0.9198166666666667,0,0.0476,146.046,0.8610000000000001,2018
41,A Bay Bay,Hurricane Chris,0.10500000000000001,0.5770000000000001,257120.0,0.6679999999999997,0,0.0,6.0,0.09240000000000002,0.9186,1,0.514,60.70899999999999,0.7020000000000001,2007
42,A Different World,Bucky Covington,0.03269999999999999,0.6199999999999998,208573.0,0.6859999999999999,0,0.0,9.0,0.101,0.9162166666666667,1,0.027600000000000006,128.96200000000002,0.46400000000000025,2007
43,A Girl Like You,Easton Corbin,0.0197,0.735,217840.0,0.768,0,0.0,5.0,0.0643,0.9253166666666667,1,0.0353,104.991,0.83,2017
44,A Guy Walks Into A Bar,Tyler Farr,0.08299999999999999,0.42800000000000005,196000.0,0.7799999999999998,0,0.0,0.0,0.11500000000000003,0.9421333333333334,1,0.0373,147.98599999999993,0.43099999999999994,2015
45,A Light That Never Comes,"Linkin Park, Steve Aoki",0.00225,0.687,229439.0,0.871,0,0.0070799999999999995,0.0,0.134,0.9078166666666667,1,0.0689,115.0,0.539,2013
46,A Little Bit Longer,Jonas Brothers,0.0228,0.302,205013.0,0.619,0,0.0,0.0,0.231,0.9198,1,0.0331,156.359,0.29100000000000004,2008
47,A Little Bit Stronger,Sara Evans,0.282,0.5359999999999998,301987.0,0.6500000000000001,0,1.1599999999999995e-06,2.0,0.08759999999999996,0.9066166666666667,1,0.03369999999999999,147.92999999999998,0.28800000000000014,2011
48,A Little More Country Than That,Easton Corbin,0.07949999999999997,0.6400000000000001,172227.0,0.5999999999999999,0,1.4999999999999996e-06,11.0,0.10600000000000002,0.8577666666666668,1,0.03180000000000001,84.96900000000002,0.593,2010
49,A Little More Summertime,Jason Aldean,0.03860000000000001,0.48200000000000015,219547.0,0.8230000000000003,0,3.689999999999999e-05,9.0,0.0948,0.9259,1,0.06610000000000002,167.665,0.4509999999999999,2016
50,A Little Too Late,Toby Keith,0.17499999999999996,0.6349999999999999,248040.0,0.7490000000000003,0,3.7099999999999994e-05,11.0,0.13899999999999998,0.9030833333333333,1,0.029399999999999992,100.95000000000003,0.628,2008
51,A Little Too Much,Shawn Mendes,0.473,0.451,187027.0,0.507,0,0.0,11.0,0.10800000000000001,0.896,1,0.0316,165.76,0.564,2015
52,A Long Walk,Jill Scott,0.0617,0.7129999999999996,280973.0,0.5410000000000001,0,0.000137,6.0,0.11200000000000006,0.8450833333333334,0,0.24800000000000014,75.71399999999997,0.28000000000000014,2000
53,A Lot,21 Savage,0.039499999999999987,0.8369999999999999,288624.0,0.6359999999999997,1,0.0012500000000000005,1.0,0.3419999999999998,0.8726166666666667,1,0.08600000000000003,145.97200000000007,0.27399999999999997,2018
54,A Lot Of Things Different,Kenny Chesney,0.129,0.5890000000000002,283867.0,0.27899999999999997,0,0.0192,2.0,0.149,0.7717833333333333,1,0.02850000000000001,74.847,0.21200000000000008,2002
55,A Man Who Was Gonna Die Young,Eric Church,0.951,0.511,193787.0,0.0971,0,0.0,11.0,0.106,0.7239833333333333,1,0.0442,134.936,0.397,2014
56,A Milli,Lil Wayne,0.03890000000000002,0.6685,221826.5,0.6914999999999997,1,0.00213,6.0,0.20849999999999994,0.8558749999999999,0,0.2805,151.53749999999994,0.7520000000000001,2008
57,A Million Dreams,P!Nk,0.272,0.312,273640.0,0.499,0,0.0,7.0,0.0901,0.8953,1,0.0397,148.173,0.191,2018
58,A Moment Like This,Kelly Clarkson,0.16299999999999995,0.41399999999999987,228280.0,0.572,0,0.0,8.0,0.11500000000000003,0.9347,1,0.031100000000000006,145.18400000000003,0.16000000000000003,2003
59,A Night To Remember,Joe Diffie,0.014399999999999998,0.559,210693.0,0.6390000000000001,0,1.1199999999999999e-06,10.0,0.14000000000000004,0.9152166666666667,1,0.0272,75.47800000000002,0.23399999999999999,1999
60,A Public Affair,Jessica Simpson,0.005249999999999999,0.735,201467.0,0.86,0,0.00019199999999999998,11.0,0.40399999999999997,0.9353666666666667,0,0.03389999999999999,124.05199999999998,0.835,2006
61,A Real Fine Place To Start,Sara Evans,0.0014300000000000005,0.5850000000000002,238733.0,0.7889999999999998,0,0.0008699999999999996,8.0,0.141,0.9527666666666667,1,0.041,120.953,0.2080000000000001,2005
62,A Sky Full Of Stars,Coldplay,0.00617,0.545,267867.0,0.6750000000000003,0,0.00197,6.0,0.20899999999999994,0.8921,1,0.027900000000000005,124.96999999999994,0.16199999999999995,2014
63,A Thousand Miles,Vanessa Carlton,0.298,0.5240000000000006,237466.5,0.8290000000000004,0,0.0,11.0,0.1764999999999999,0.9355166666666667,1,0.0383,94.88599999999998,0.2624999999999999,2002
64,A Thousand Years,Christina Perri,0.309,0.42099999999999993,285120.0,0.40700000000000003,0,0.0009609999999999999,10.0,0.10999999999999999,0.8759166666666668,1,0.026699999999999984,139.0279999999999,0.16099999999999995,2011
65,A Woman Like You,Lee Brice,0.24500000000000005,0.5920000000000003,209787.0,0.5839999999999999,0,0.0,7.0,0.08620000000000003,0.8763000000000001,1,0.030499999999999982,160.04799999999992,0.37100000000000016,2012
66,A Woman'S Worth,Alicia Keys,0.3310000000000001,0.6669999999999999,303333.0,0.41000000000000003,0,0.0,4.0,0.06400000000000003,0.8612833333333333,0,0.13799999999999996,75.06899999999999,0.49300000000000016,2001
67,A Year Without Rain,"Selena Gomez, The Scene",0.0102,0.629,234333.0,0.8059999999999999,0,1.7199999999999998e-05,2.0,0.11199999999999999,0.9122666666666667,0,0.04420000000000001,119.96600000000001,0.4089999999999999,2010
68,A.M.,One Direction,0.22699999999999998,0.586,209040.0,0.527,0,0.0,3.0,0.0963,0.91825,1,0.0309,141.839,0.506,2015
69,About You Now,Miranda Cosgrove,0.00558,0.489,190560.0,0.868,0,0.0,6.0,0.602,0.9366666666666666,1,0.13,164.98,0.6579999999999999,2008
70,Acapella,Karmin,0.126,0.6669999999999999,198907.0,0.6189999999999999,0,0.0,2.0,0.10099999999999999,0.9177833333333334,1,0.151,169.865,0.42700000000000005,2014
71,Accidentally In Love,Counting Crows,0.04400000000000001,0.554,188613.0,0.9269999999999998,0,3.320000000000001e-06,7.0,0.08759999999999996,0.9393166666666667,1,0.03780000000000001,138.0,0.8100000000000004,2004
72,According To You,Orianthi,0.022749999999999996,0.6159999999999999,200300.0,0.9170000000000003,0,8.980000000000002e-06,5.0,0.10179999999999996,0.9572416666666667,1,0.052350000000000015,131.0045,0.5449999999999999,2009
73,Acquainted,The Weeknd,0.4820000000000001,0.37199999999999994,348853.0,0.47799999999999987,1,0.0,7.0,0.08440000000000002,0.8360833333333333,0,0.050300000000000004,101.10200000000003,0.25399999999999995,2015
74,Act A Fool,Ludacris,0.22900000000000006,0.5730000000000001,270733.0,0.9059999999999999,1,0.0,9.0,0.18300000000000002,0.9598666666666666,1,0.32500000000000007,110.64000000000001,0.7750000000000002,2003
75,Act Up,City Girls,0.016699999999999996,0.9380000000000002,158332.0,0.638,1,0.0,8.0,0.111,0.92145,1,0.18900000000000003,97.07500000000003,0.313,2018
76,Addicted,Saving Abel,0.0008209999999999997,0.5120000000000003,222827.0,0.8640000000000005,1,0.0,7.0,0.09819999999999995,0.9309000000000001,1,0.033800000000000024,138.018,0.5269999999999998,2008
77,Addicted,Simple Plan,0.000491,0.5220000000000001,232067.0,0.7509999999999997,0,2.2200000000000003e-06,1.0,0.15799999999999997,0.909,1,0.04349999999999999,139.51000000000002,0.6050000000000002,2018
78,Adorn,Miguel,0.05430000000000001,0.625,193147.0,0.5760000000000004,0,4.070000000000001e-05,11.0,0.18700000000000006,0.9051166666666666,0,0.1749999999999999,179.06300000000007,0.2350000000000001,2012
79,Adventure Of A Lifetime,Coldplay,0.0020500000000000006,0.638,263787.0,0.9239999999999998,0,0.00017499999999999992,7.0,0.149,0.9352166666666667,1,0.03600000000000002,111.99499999999996,0.53,2015
80,Aerials,System Of A Down,0.0009180000000000001,0.36399999999999993,235053.0,0.9220000000000003,0,0.03500000000000002,0.0,0.06959999999999997,0.9297166666666666,0,0.0566,79.34200000000003,0.22699999999999995,2001
81,Afire Love,Ed Sheeran,0.46399999999999997,0.552,314280.0,0.637,0,1.63e-05,5.0,0.136,0.8905333333333334,1,0.0445,97.97,0.33299999999999996,2014
82,Africa,Weezer,0.20500000000000004,0.5339999999999999,238627.0,0.7840000000000001,0,0.005790000000000002,8.0,0.10600000000000004,0.9401666666666666,1,0.03389999999999999,92.147,0.5999999999999999,2019
83,After Party,Koffee Brown,0.049200000000000015,0.8019999999999998,214560.0,0.5519999999999998,1,1.7000000000000002e-06,5.0,0.02239999999999999,0.9200666666666666,0,0.0503,105.48100000000002,0.6009999999999998,2001
84,Again,Fetty Wap,0.006200000000000001,0.748,312240.0,0.7330000000000003,1,0.0,11.0,0.32899999999999985,0.9263166666666667,0,0.07200000000000005,93.01899999999998,0.29100000000000015,2015
85,Again,Lenny Kravitz,0.0167,0.5519999999999997,230300.0,0.8120000000000003,0,4.6199999999999985e-05,2.0,0.133,0.9145583333333334,1,0.02834999999999999,79.15650000000004,0.7704999999999995,2000
86,Ain'T Back Yet,Kenny Chesney,0.030799999999999998,0.6020000000000001,239813.0,0.9440000000000003,0,0.00256,10.0,0.436,0.9293666666666667,1,0.0427,106.95800000000001,0.797,2009
87,Ain'T It Fun,Paramore,0.15399999999999994,0.6099999999999998,296520.0,0.8930000000000003,0,4.4100000000000015e-05,9.0,0.021000000000000005,0.93865,1,0.09210000000000002,104.03099999999996,0.6729999999999999,2013
88,Ain'T It Funny,Jennifer Lopez,0.08040000000000001,0.711,245360.0,0.8700000000000001,0,0.00030599999999999996,0.0,0.13799999999999993,0.9247833333333333,0,0.0484,99.84299999999998,0.5689999999999996,2001
89,Ain'T My Fault,Zara Larsson,0.0077800000000000005,0.576,224031.0,0.782,0,0.0,6.0,0.285,0.9195833333333333,0,0.029600000000000008,141.153,0.355,2017
90,Ain'T No Other Man,Christina Aguilera,0.0037600000000000003,0.862,228907.0,0.7420000000000003,0,0.00855,7.0,0.103,0.9213,1,0.222,127.91000000000001,0.5109999999999999,2006
91,Ain'T No Rest For The Wicked,Cage The Elephant,0.0438,0.6340000000000001,175493.0,0.8490000000000001,0,0.0,0.0,0.363,0.8820833333333333,1,0.105,156.00399999999996,0.9190000000000004,2009
92,Ain'T Nothing 'Bout You,"Brooks, Dunn",0.18000000000000005,0.35250000000000004,200270.5,0.8720000000000001,0,2.2600000000000004e-06,4.5,0.39649999999999985,0.9202333333333333,1,0.04995000000000002,201.80949999999996,0.7129999999999996,2001
93,Ain'T Worried About Nothin,French Montana,0.022899999999999997,0.688,212427.0,0.904,1,0.0,1.0,0.0909,0.9627666666666667,1,0.10600000000000002,127.88699999999996,0.7100000000000001,2013
94,Ain'T Worth The Whiskey,Cole Swindell,0.04200000000000001,0.4320000000000002,191907.0,0.7379999999999998,0,0.0,2.0,0.11900000000000004,0.9348333333333334,1,0.030899999999999997,153.71200000000002,0.503,2014
95,Ain'T Your Mama,Jennifer Lopez,0.0472,0.757,218235.0,0.6779999999999999,0,9.14e-06,8.0,0.0654,0.90785,0,0.233,120.075,0.82,2016
96,Alcohol,Brad Paisley,0.3730000000000001,0.5519999999999998,290933.0,0.7539999999999998,0,3.019999999999999e-05,11.0,0.20800000000000007,0.9018666666666666,1,0.030199999999999998,141.671,0.5950000000000001,2005
97,Alejandro,Lady Gaga,0.00037750000000000007,0.6244999999999998,274213.0,0.7959999999999998,0,0.0015249999999999994,11.0,0.3674999999999999,0.88965,0,0.04610000000000002,98.99499999999995,0.3644999999999998,2009
98,Alive,Krewella,0.00413,0.663,290760.0,0.8219999999999997,0,0.003180000000000001,9.0,0.23399999999999999,0.9515166666666667,1,0.05569999999999999,128.00199999999998,0.5670000000000001,2012
99,Alive,Sia,0.254,0.508,263520.0,0.762,0,0.000122,6.0,0.10800000000000003,0.9297166666666666,0,0.0489,99.96300000000001,0.444,2016
100,All About That Bass,Meghan Trainor,0.052449999999999934,0.8089999999999999,188337.0,0.8830000000000001,1,2.3899999999999987e-06,9.0,0.11650000000000002,0.9379166666666667,1,0.05085000000000003,134.058,0.9615000000000008,2014
101,All About Tonight,Blake Shelton,0.015900000000000004,0.6739999999999999,205613.0,0.943,0,0.0,0.0,0.5039999999999998,0.9431166666666667,1,0.04079999999999998,118.05999999999997,0.856,2010
102,All Around Me,Flyleaf,0.021600000000000005,0.47300000000000003,198507.0,0.8710000000000002,0,0.0,9.0,0.052500000000000005,0.91845,1,0.04559999999999999,146.97499999999997,0.4699999999999999,2006
103,All Girls Are The Same,Juice Wrld,0.07689999999999998,0.6709999999999998,165820.0,0.529,1,0.0003350000000000001,0.0,0.08559999999999995,0.8795666666666666,1,0.3070000000000001,161.989,0.20299999999999993,2018
104,All Gold Everything,Trinidad James,0.025799999999999997,0.516,187907.0,0.7550000000000003,1,0.0,0.0,0.32899999999999985,0.8522000000000001,0,0.35100000000000003,99.76399999999995,0.6329999999999997,2013
105,All I Ask,Adele,0.882,0.5870000000000001,271800.0,0.28300000000000003,0,0.0,4.0,0.149,0.9087833333333333,1,0.0279,141.961,0.34299999999999997,2016
106,All I Want For Christmas Is You,Mariah Carey,0.11889999999999999,0.43900000000000006,241727.0,0.7635000000000004,0,0.0,8.0,0.10539999999999997,0.8995916666666667,1,0.04649999999999999,150.15400000000002,0.3725,1994
107,All I Want To Do,Sugarland,0.20800000000000007,0.7089999999999999,213360.0,0.7249999999999998,0,4.540000000000001e-05,4.0,0.15799999999999997,0.9166833333333333,1,0.05559999999999999,97.04600000000003,0.7590000000000002,2008
108,All Jacked Up,Gretchen Wilson,0.18900000000000003,0.39199999999999996,212520.0,0.9280000000000002,0,0.0,0.0,0.18300000000000002,0.9383,1,0.153,188.72,0.7649999999999999,2005
