,Name,Artist,Weeks.on.chart,Peak.position
1837,Little Sister,Queens Of The Stone Age,9.0,88.0
1838,Little Talks,Of Monsters And Men,48.0,20.0
1839,Little Things,One Direction,18.0,33.0
1840,Little Toy Guns,Carrie Underwood,18.0,47.0
1841,Little White Church,Little Big Town,20.0,59.0
1842,Little Wonders,Rob Thomas,16.0,58.0
1843,Live A Little,Kenny Chesney,12.0,61.0
1844,Live From The Gutter,"Drake, Future",5.0,74.0
1845,Live Like We'Re Dying,Kris Allen,29.0,18.0
1846,Live Like You Were Dying,Tim Mcgraw,23.0,29.0
1847,Live While We'Re Young,One Direction,16.0,3.0
1848,Livin' La Vida Loca,Ricky Martin,20.0,1.0
1849,Livin' On A Prayer,Bon Jovi,22.0,1.0
1850,Livin' Our Love Song,Jason Michael Carroll,17.0,52.0
1851,Living And Living Well,George Strait,20.0,27.0
1852,Living In Fast Forward,Kenny Chesney,17.0,48.0
1853,Location,Khalid,43.0,16.0
1854,Locked Out Of Heaven,Bruno Mars,36.0,1.0
1855,Locked Up,Akon,27.0,8.0
1856,Lollipop,Framing Hanley,10.0,82.0
1857,London Bridge,Fergie,21.0,1.0
1858,Lonely,Akon,20.0,4.0
1859,Lonely Boy,The Black Keys,20.0,64.0
1860,Lonely Eyes,Chris Young,18.0,50.0
1861,Lonely No More,Rob Thomas,34.0,6.0
1862,Long Black Train,Josh Turner,18.0,72.0
1863,Long Hot Summer,Keith Urban,18.0,45.0
1865,Long Road To Ruin,Foo Fighters,12.0,89.0
1866,Long Trip Alone,Dierks Bentley,12.0,66.0
1867,Long Way 2 Go,Cassie,2.0,97.0
1868,Look After You,The Fray,10.0,59.0
1869,Look Alive,Rae Sremmurd,6.0,72.0
1870,Look At Me!,Xxxtentacion,20.0,34.0
1871,Look At You,"Big, Rich",14.0,73.0
1872,Look Back At It,A Boogie Wit Da Hoodie,29.0,27.0
1873,Look What God Gave Her,Thomas Rhett,17.0,32.0
1874,Look What You Made Me Do,Taylor Swift,20.0,1.0
1875,Look What You'Ve Done,Jet,20.0,37.0
1876,Looking For You,Kirk Franklin,20.0,61.0
1877,Lose It,Kane Brown,20.0,28.0
1878,Lose My Mind,Brett Eldredge,20.0,48.0
1879,Lose Yourself,Eminem,23.0,1.0
1880,Loser,3 Doors Down,20.0,55.0
1881,Losin Control,Russ,19.0,62.0
1882,Losing Grip,Avril Lavigne,6.0,64.0
1883,Losing Sleep,Chris Young,20.0,60.0
1884,Lost,Gorilla Zoe,11.0,71.0
1886,Lost In This Moment,"Big, Rich",20.0,36.0
1887,Lost Without U,Robin Thicke,23.0,14.0
1888,Lot Of Leavin' Left To Do,Dierks Bentley,19.0,47.0
1889,Loud,Mac Miller,2.0,53.0
1890,Love,Keyshia Cole,19.0,19.0
1891,Love,Lana Del Rey,2.0,44.0
1892,Love,Musiq Soulchild,21.0,24.0
1893,Love Ain'T,Eli Young Band,11.0,50.0
1894,Love All Over Me,Monica,17.0,58.0
1895,Love And War,Tamar Braxton,20.0,57.0
1896,Love At First Sight,Kylie Minogue,16.0,23.0
1897,Love Don'T Cost A Thing,Jennifer Lopez,21.0,3.0
1898,Love Don'T Die,The Fray,9.0,60.0
1899,Love Don'T Run,Steve Holy,7.0,78.0
1900,Love Done Gone,Billy Currington,15.0,58.0
1901,Love Drunk,Boys Like Girls,20.0,22.0
1902,Love Faces,Trey Songz,16.0,63.0
1903,Love Is Blind,Eve,16.0,34.0
1904,Love Like Crazy,Lee Brice,20.0,45.0
1905,Love Like Winter,Afi,5.0,68.0
1906,Love Like Woe,The Ready Set,21.0,27.0
1907,Love Lockdown,Kanye West,23.0,3.0
1908,Love Me,Justin Bieber,4.0,37.0
1910,Love Me Again,John Newman,18.0,30.0
1911,Love Me Harder,"Ariana Grande, The Weeknd",22.0,7.0
1912,Love Me Like You Do,Ellie Goulding,34.0,3.0
1913,Love Me Like You Mean It,Kelsea Ballerini,18.0,45.0
1914,Love Me Now,John Legend,19.0,23.0
1915,Love Myself,Hailee Steinfeld,16.0,30.0
1916,Love Of A Woman,Travis Tritt,20.0,39.0
1917,Love Of My Life,Brian Mcknight,20.0,51.0
1918,Love On The Brain,Rihanna,31.0,5.0
1919,Love On The Weekend,John Mayer,2.0,53.0
1920,Love Remains The Same,Gavin Rossdale,31.0,27.0
1921,Love Runs Out,Onerepublic,20.0,15.0
1923,Love So Soft,Kelly Clarkson,13.0,47.0
1924,Love Somebody,Maroon 5,21.0,10.0
1925,Love Someone,Brett Eldredge,10.0,52.0
1926,Love Someone,Lukas Graham,10.0,70.0
1927,Love Song,311,20.0,59.0
1928,Love Song,Sara Bareilles,41.0,4.0
1929,Love Sosa,Chief Keef,14.0,56.0
1930,Love Story,Taylor Swift,49.0,4.0
1933,Love You Like A Love Song,"Selena Gomez, The Scene",38.0,22.0
1934,Love You Like That,Canaan Smith,20.0,46.0
1935,Love You More,Ginuwine,16.0,78.0
1936,Love You Out Loud,Rascal Flatts,20.0,30.0
1937,Love Your Love The Most,Eric Church,16.0,63.0
1938,Love Yourself,Justin Bieber,41.0,1.0
1939,Love'S Gonna Make It Alright,George Strait,11.0,61.0
1940,Lovebug,Jonas Brothers,14.0,49.0
1941,Lovegame,Lady Gaga,22.0,5.0
1943,"Lover, Lover",Jerrod Niemann,20.0,29.0
1944,Lovin' You Is Fun,Easton Corbin,20.0,57.0
1945,Loving You Easy,Zac Brown Band,17.0,40.0
1946,Lucid Dreams,Juice Wrld,46.0,2.0
1947,Lucky,Britney Spears,11.0,23.0
1948,Lucky,"Jason Mraz, Colbie Caillat",20.0,48.0
1949,Lucky Man,Montgomery Gentry,17.0,65.0
1951,Lush Life,Zara Larsson,3.0,75.0
1952,Lust,Lil Skies,4.0,87.0
1953,Lust.,Kendrick Lamar,2.0,42.0
1954,Luv,Tory Lanez,22.0,19.0
1955,Luv U Better,Ll Cool J,22.0,4.0
1956,Luxurious,Gwen Stefani,20.0,21.0
1957,Lying From You,Linkin Park,18.0,58.0
1958,Mad Season,Matchbox Twenty,20.0,48.0
1960,Made In America,Toby Keith,20.0,40.0
1961,Made In The Usa,Demi Lovato,2.0,80.0
1962,Made You Look,Nas,13.0,32.0
1963,Madiba Riddim,Drake,2.0,51.0
1964,Madness,Muse,29.0,45.0
1965,Magic,Coldplay,14.0,14.0
1966,Magic,Selena Gomez,4.0,61.0
1968,Magnolia,Playboi Carti,20.0,29.0
1971,Make It Nasty,Tyga,2.0,91.0
1972,Make It Rain,Ed Sheeran,2.0,34.0
1973,Make It Rain,Travis Porter,6.0,92.0
1974,Make It Sweet,Old Dominion,20.0,56.0
1975,Make Me Like You,Gwen Stefani,5.0,54.0
1976,Make Me Wanna,Thomas Rhett,20.0,43.0
1977,Make Up,Ariana Grande,2.0,48.0
1978,Make You Miss Me,Sam Hunt,19.0,45.0
1979,Makedamnsure,Taking Back Sunday,18.0,48.0
1980,Makes Me Wonder,Maroon 5,26.0,1.0
1981,Makin' Good Love,Avant,20.0,27.0
1982,Making Memories Of Us,Keith Urban,20.0,34.0
1983,Malibu,Miley Cyrus,15.0,10.0
1984,Mama Said,Lukas Graham,11.0,36.0
1985,Mama'S Broken Heart,Miranda Lambert,20.0,20.0
1986,Mama'S Song,Carrie Underwood,19.0,56.0
1987,Man Down,Rihanna,14.0,59.0
1988,Man Of The Year,Schoolboy Q,13.0,62.0
1989,Man! I Feel Like A Woman!,Shania Twain,28.0,23.0
1990,Maneater,Nelly Furtado,20.0,16.0
1991,Maps,Maroon 5,22.0,6.0
1992,Maps,Yeah Yeah Yeahs,13.0,87.0
1994,Mark My Words,Justin Bieber,4.0,42.0
1995,Marry Me,Jason Derulo,17.0,26.0
1996,Marry Me,Thomas Rhett,20.0,30.0
1997,Marry Me,Train,20.0,34.0
1998,Marry The Night,Lady Gaga,12.0,29.0
1999,Marry You,Bruno Mars,9.0,85.0
2000,"Mary, Did You Know?",Pentatonix,7.0,26.0
2001,Mask Off,Future,31.0,5.0
2002,Masterpiece,Jessie J,3.0,65.0
2003,Mayberry,Rascal Flatts,20.0,21.0
2005,Me And God,Josh Turner,2.0,98.0
2006,Me And My Broken Heart,Rixton,20.0,14.0
2007,Me And My Gang,Rascal Flatts,16.0,50.0
2008,Me Enamora,Juanes,14.0,69.0
2009,Me Love,Sean Kingston,18.0,14.0
2010,Me Neither,Brad Paisley,4.0,85.0
2011,Me Too,Meghan Trainor,20.0,13.0
2012,Mean,Taylor Swift,20.0,11.0
2013,Mean To Me,Brett Eldredge,20.0,53.0
2014,Meant To Live,Switchfoot,28.0,18.0
2015,Medicine,Queen Naija,20.0,45.0
2016,Meet Virginia,Train,27.0,20.0
2017,Meeting In My Bedroom,Silk,13.0,62.0
2018,Megalomaniac,Incubus,20.0,55.0
2021,Mercy,Brett Young,20.0,29.0
2023,Mercy,Duffy,20.0,27.0
2024,Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz",32.0,13.0
2025,Mercy,Shawn Mendes,32.0,15.0
2026,Merry Go 'Round,Kacey Musgraves,15.0,63.0
2028,Mi Gente,"J Balvin, Willy William",30.0,3.0
2029,Middle Child,J. Cole,23.0,4.0
2031,Middle Of A Memory,Cole Swindell,20.0,46.0
2032,Midnight,Coldplay,3.0,29.0
2034,Midnight Memories,One Direction,3.0,12.0
2035,Midwest Swing,St. Lunatics,5.0,88.0
2036,Milkshake,Kelis,22.0,3.0
2038,Million Reasons,Lady Gaga,20.0,4.0
2039,Millionaire,Chris Stapleton,17.0,47.0
2040,Mind Reader,Dustin Lynch,16.0,57.0
2041,Mine,Bazzi,34.0,11.0
2042,Mine,Taylor Swift,23.0,3.0
2043,Mine Would Be You,Blake Shelton,20.0,28.0
2044,Mirror Mirror,M2M,18.0,62.0
2045,Mirrors,Justin Timberlake,42.0,2.0
2046,Misery,Maroon 5,20.0,14.0
2047,Misery Business,Paramore,30.0,26.0
2048,Miss Independent,Kelly Clarkson,20.0,9.0
2049,Miss Me Baby,Chris Cagle,14.0,67.0
2050,Miss Me More,Kelsea Ballerini,20.0,47.0
2051,Miss Movin' On,Fifth Harmony,11.0,76.0
2052,Miss Murder,Afi,20.0,24.0
2053,Missing You,Case,22.0,4.0
2054,Mississippi Girl,Faith Hill,20.0,29.0
2055,Mistletoe,Justin Bieber,10.0,11.0
2056,Mo Bamba,Sheck Wes,28.0,6.0
2057,Mob Ties,Drake,8.0,13.0
2058,Mockingbird,Eminem,20.0,11.0
2059,Mockingbird,Rob Thomas,4.0,95.0
2060,Modern Day Bonnie And Clyde,Travis Tritt,11.0,55.0
2061,Money,Cardi B,26.0,13.0
2062,Money Bag,Cardi B,2.0,58.0
2063,Money In The Bank,Swizz Beatz,4.0,84.0
2064,Money Longer,Lil Uzi Vert,22.0,54.0
2065,Monster,21 Savage,3.0,73.0
2068,Moolah,Young Greatness,9.0,85.0
2069,Moonlight,Xxxtentacion,20.0,13.0
2070,More Girls Like You,Kip Moore,12.0,66.0
2071,More Like Her,Miranda Lambert,8.0,90.0
2072,More Than Miles,Brantley Gilbert,19.0,73.0
2073,More Than That,Backstreet Boys,20.0,27.0
2074,Most Girls,Hailee Steinfeld,16.0,58.0
2075,Most Girls,P!Nk,27.0,4.0
2076,Most People Are Good,Luke Bryan,18.0,43.0
2078,Motiv8,J. Cole,2.0,15.0
2079,Motorsport,"Migos, Nicki Minaj, Cardi B",22.0,6.0
2080,Move,Luke Bryan,14.0,50.0
2081,Moves,Big Sean,19.0,38.0
2082,Moving Mountains,Usher,9.0,67.0
2083,Mr. Brightside,The Killers,38.0,7.0
2085,Mr. Know It All,Kelly Clarkson,23.0,10.0
2086,Mr. Misunderstood,Eric Church,5.0,84.0
2087,Mr. Mom,Lonestar,20.0,33.0
2089,Mr. Saxobeat,Alexandra Stan,20.0,21.0
2090,Mr. Too Damn Good,Gerald Levert,8.0,76.0
2091,Ms. Jackson,Outkast,23.0,1.0
2092,Mud On The Tires,Brad Paisley,20.0,30.0
2093,Murder On My Mind,Ynw Melly,20.0,14.0
2094,Music,Madonna,24.0,1.0
2096,Must Be Doin' Somethin' Right,Billy Currington,20.0,39.0
2097,Must Be Nice,Lyfe Jennings,20.0,40.0
2100,My Baby You,Marc Anthony,20.0,70.0
2101,My Band,D12,18.0,6.0
2102,My Best Friend,Tim Mcgraw,21.0,29.0
2105,My Church,Maren Morris,20.0,50.0
2106,My Dawg,Lil Baby,7.0,71.0
2107,My Favorite Girl,Dave Hollister,17.0,39.0
2108,My Friends Over You,New Found Glory,6.0,85.0
2109,My Front Porch Looking In,Lonestar,22.0,23.0
2110,My Girl,Dylan Scott,20.0,39.0
2111,My Give A Damn'S Busted,Jo Dee Messina,20.0,63.0
2112,My Happy Ending,Avril Lavigne,25.0,9.0
2113,My House,Flo Rida,39.0,4.0
2114,My Immortal,Evanescence,32.0,7.0
2115,My Kinda Party,Jason Aldean,20.0,39.0
2116,My Life Would Suck Without You,Kelly Clarkson,24.0,1.0
2117,My List,Toby Keith,20.0,26.0
2118,My Little Girl,Tim Mcgraw,20.0,35.0
2119,My Love Is Your Love,Whitney Houston,28.0,4.0
2121,My Next Thirty Years,Tim Mcgraw,20.0,27.0
2122,My Old Man,Zac Brown Band,4.0,68.0
2123,My Own Worst Enemy,Lit,20.0,51.0
2124,My Projects,Coo Coo Cal,9.0,81.0
2125,My Sacrifice,Creed,29.0,4.0
2126,My Strange Addiction,Billie Eilish,4.0,43.0
2127,My Town,Montgomery Gentry,20.0,40.0
2128,My Way,Limp Bizkit,14.0,75.0
2129,My Wish,Rascal Flatts,20.0,28.0
2130,Na Na,Trey Songz,28.0,21.0
2131,Naked,Marques Houston,14.0,47.0
2132,Narcos,Migos,15.0,36.0
2133,Nasa,Ariana Grande,3.0,17.0
2134,Nastradamus,Nas,6.0,92.0
2135,Natural,Imagine Dragons,27.0,13.0
2136,Naturally,"Selena Gomez, The Scene",21.0,29.0
2137,Need U Bad,Jazmine Sullivan,20.0,37.0
2138,Needed Me,Rihanna,45.0,7.0
2139,Needy,Ariana Grande,4.0,14.0
2140,Neighbors,J. Cole,6.0,13.0
2141,Neighbors Know My Name,Trey Songz,20.0,43.0
2142,Neon,Chris Young,4.0,92.0
2143,Neon Light,Blake Shelton,20.0,43.0
2144,Neon Lights,Demi Lovato,20.0,36.0
2145,Neva End,Future,20.0,52.0
2146,Never,Jaheim,17.0,76.0
2147,Never Again,Kelly Clarkson,16.0,8.0
2148,Never Be The Same,Camila Cabello,37.0,6.0
2149,Never Enough,Loren Allred,4.0,88.0
2151,Never Forget You,"Zara Larsson, Mnek",23.0,13.0
2152,Never Gonna Be Alone,Nickelback,17.0,58.0
2153,Never Gonna Leave This Bed,Maroon 5,18.0,55.0
2154,Never Gonna Let You Go,Faith Evans,20.0,17.0
2156,Never Had A Dream Come True,S Club 7,20.0,10.0
2157,Never Let You Go,Justin Bieber,2.0,21.0
2158,Never Really Over,Katy Perry,4.0,15.0
2159,Never Say Never,The Fray,20.0,32.0
2160,Never Too Late,Three Days Grace,20.0,71.0
2161,Never Wanted Nothing More,Kenny Chesney,20.0,22.0
2162,Never Would Have Made It,Marvin Sapp,13.0,82.0
2163,Nevermind,Dennis Lloyd,4.0,86.0
2164,New Americana,Halsey,17.0,60.0
2165,New Divide,Linkin Park,20.0,6.0
2168,New Patek,Lil Uzi Vert,7.0,24.0
2169,New Romantics,Taylor Swift,8.0,46.0
2170,New Rules,Dua Lipa,48.0,6.0
2171,New Slaves,Kanye West,2.0,56.0
2172,New Soul,Yael Naim,19.0,7.0
2173,Next To You,Mike Jones,10.0,71.0
2174,Ni Una Sola Palabra,Paulina Rubio,2.0,98.0
2175,Nice For What,Drake,25.0,1.0
2176,Nico And The Niners,Twenty One Pilots,2.0,79.0
2177,Night Changes,One Direction,20.0,31.0
2178,Night Shift,Jon Pardi,16.0,56.0
2179,Night Train,Jason Aldean,20.0,26.0
2180,Night'S On Fire,David Nail,5.0,81.0
2181,Nightmare,Avenged Sevenfold,3.0,51.0
2182,Nightmare,Halsey,6.0,15.0
2187,No,Meghan Trainor,20.0,3.0
2189,No Excuses,Meghan Trainor,12.0,46.0
2191,No Flex Zone,Rae Sremmurd,20.0,36.0
2192,No Frauds,"Nicki Minaj, Drake, Lil Wayne",7.0,14.0
2193,No Heart,"21 Savage, Metro Boomin",19.0,43.0
2194,No Hurry,Zac Brown Band,16.0,50.0
2195,No Letting Go,Wayne Wonder,31.0,11.0
2196,No Matter What,T.I.,2.0,72.0
2197,No Me Doy Por Vencido,Luis Fonsi,9.0,92.0
2199,No Money,Galantis,5.0,88.0
2200,No More,Ruff Endz,26.0,5.0
2201,No More Drama,Mary J. Blige,20.0,15.0
2203,No One,Alicia Keys,39.0,1.0
2204,No One Knows,Queens Of The Stone Age,20.0,51.0
2205,No Problem,Lil Scrappy,20.0,29.0
2206,No Promises,A Boogie Wit Da Hoodie,2.0,74.0
2207,No Role Modelz,J. Cole,25.0,36.0
2208,No Roots,Alice Merton,3.0,84.0
2209,No Scrubs,Tlc,28.0,1.0
2210,"No Shoes, No Shirt, No Problems",Kenny Chesney,20.0,28.0
2211,No Sleep,Wiz Khalifa,15.0,6.0
2213,No Smoke,Youngboy Never Broke Again,18.0,61.0
2214,No Such Thing,John Mayer,24.0,13.0
2215,No Such Thing As A Broken Heart,Old Dominion,19.0,46.0
2216,No Surprise,Daughtry,24.0,15.0
2217,No Tears Left To Cry,Ariana Grande,27.0,3.0
2218,No Tellin',Drake,2.0,81.0
2219,No Type,Rae Sremmurd,26.0,16.0
2221,Nobody But Me,Blake Shelton,14.0,60.0
2222,Nobody Else But You,Trey Songz,3.0,92.0
2223,Nobody Love,Tori Kelly,11.0,60.0
2224,Nobody To Blame,Chris Stapleton,15.0,68.0
2225,Nobody'S Home,Avril Lavigne,17.0,41.0
2226,Nobody'S Perfect,Hannah Montana,7.0,27.0
2227,None Of Ur Friends Business,Ginuwine,15.0,48.0
2228,Nonstop,Drake,22.0,2.0
2229,Nookie,Limp Bizkit,11.0,80.0
2231,Not A Bad Thing,Justin Timberlake,22.0,8.0
2232,Not A Day Goes By,Lonestar,17.0,36.0
2233,Not Afraid,Eminem,25.0,1.0
2235,Not Meant To Be,Theory Of A Deadman,21.0,55.0
2236,Not Myself Tonight,Christina Aguilera,8.0,23.0
2237,Not Nice,Partynextdoor,7.0,82.0
2238,Not Over You,Gavin Degraw,35.0,18.0
2239,Nothin',N.O.R.E.,24.0,10.0
2240,Nothin' Like You,Dan + Shay,19.0,51.0
2241,Nothin' To Lose,Josh Gracin,20.0,39.0
2242,Nothing,The Script,20.0,32.0
2243,Nothing As It Seems,Pearl Jam,6.0,49.0
2244,Nothing Left To Lose,Mat Kearney,20.0,41.0
2245,Nothing Like Us,Justin Bieber,2.0,59.0
2246,Nothing On But The Radio,Gary Allan,20.0,32.0
2248,Nothings Into Somethings,Drake,2.0,61.0
2249,Noticed,Lil Mosey,10.0,80.0
2251,Novacane,Frank Ocean,4.0,82.0
2253,Now Or Never,Halsey,20.0,17.0
2255,Numb,Linkin Park,33.0,11.0
2256,Numb,Xxxtentacion,3.0,80.0
2257,Numb Numb Juice,Schoolboy Q,2.0,55.0
2258,Number One Spot,Ludacris,16.0,19.0
2259,O,Omarion,20.0,27.0
2260,Obsessed,Mariah Carey,21.0,7.0
2261,Ocean Avenue,Yellowcard,20.0,37.0
2262,Ocean Eyes,Billie Eilish,18.0,84.0
2263,Officially Missing You,Tamia,18.0,83.0
2264,Often,The Weeknd,20.0,59.0
2265,Oh Love,Green Day,4.0,97.0
2267,Oh Yes,Juelz Santana,11.0,56.0
2270,On Fire,Lloyd Banks,20.0,8.0
2271,On My Mind,Ellie Goulding,22.0,13.0
2273,On My Way To You,Cody Johnson,16.0,78.0
2274,On The Hotline,Pretty Ricky,19.0,12.0
2275,On The Way Down,Ryan Cabrera,27.0,15.0
2276,On Top Of The World,Imagine Dragons,20.0,79.0
2278,One Call Away,Charlie Puth,26.0,12.0
2279,One Day,Matisyahu,6.0,85.0
2280,One Foot,Walk The Moon,8.0,65.0
2281,One Hell Of An Amen,Brantley Gilbert,18.0,44.0
2282,One In Every Crowd,Montgomery Gentry,17.0,53.0
2283,One Last Breath,Creed,34.0,6.0
2284,One Last Time,Ariana Grande,20.0,13.0
2285,One Less Lonely Girl,Justin Bieber,16.0,16.0
2286,One Mic,Nas,13.0,43.0
2287,One More Day,Diamond Rio,20.0,29.0
2288,One More Drinkin' Song,Jerrod Niemann,18.0,72.0
2289,One More Night,Maroon 5,42.0,1.0
2290,One More Time,Daft Punk,16.0,61.0
2291,One Number Away,Luke Combs,20.0,34.0
2292,One Of Those Days,Whitney Houston,19.0,72.0
2293,One Of Those Nights,Tim Mcgraw,20.0,32.0
2294,One Step At A Time,Jordin Sparks,21.0,17.0
2295,One Step Closer,Linkin Park,17.0,75.0
2296,One That Got Away,Michael Ray,9.0,67.0
2297,One Thing,Finger Eleven,29.0,16.0
2298,One Thing,One Direction,20.0,39.0
2300,One Time,Justin Bieber,25.0,17.0
2301,One Voice,Billy Gilman,19.0,38.0
2302,One Wing In The Fire,Trent Tomlinson,5.0,90.0
2303,One Wish,Ray J,25.0,11.0
2304,One Woman Man,Dave Hollister,20.0,44.0
2305,Online,Brad Paisley,20.0,39.0
2306,Only,Nine Inch Nails,8.0,90.0
2307,Only God Knows Why,Kid Rock,20.0,19.0
2308,Only Human,Jonas Brothers,3.0,91.0
2309,Only In America,"Brooks, Dunn",20.0,33.0
2310,Only Prettier,Miranda Lambert,19.0,61.0
2311,Only Time,Enya,32.0,10.0
2312,Only You Can Love Me This Way,Keith Urban,19.0,34.0
2313,Ooouuu,Young M.A,20.0,19.0
2314,Open My Heart,Yolanda Adams,20.0,57.0
2315,Ophelia,The Lumineers,12.0,66.0
2316,Opposite Of Adults,Chiddy Bang,2.0,90.0
2317,Ordinary Day,Vanessa Carlton,18.0,30.0
2318,Ordinary Girl,Hannah Montana,2.0,91.0
2319,Ordinary Life,The Weeknd,2.0,72.0
2320,Ordinary People,John Legend,20.0,24.0
2321,Original Fire,Audioslave,2.0,79.0
2322,Otherside,Post Malone,2.0,46.0
2323,Otherside,Red Hot Chili Peppers,22.0,14.0
2324,Otw,Dj Luke Nasty,8.0,71.0
2325,Oui,Jeremih,27.0,19.0
2326,Our Song,Taylor Swift,36.0,16.0
2327,Ours,Taylor Swift,20.0,13.0
2328,Out Last Night,Kenny Chesney,20.0,16.0
2329,Out Of My Head,Fastball,20.0,20.0
2330,Out Of The Woods,Taylor Swift,10.0,18.0
2331,Outrageous,Britney Spears,4.0,79.0
2332,Outside Looking In,Jordan Pruitt,2.0,77.0
2333,Outside Today,Youngboy Never Broke Again,19.0,31.0
2334,Outta Control,50 Cent,19.0,6.0
2335,Over,Blake Shelton,18.0,43.0
2336,Over,Drake,20.0,14.0
2337,Over It,Katharine Mcphee,16.0,29.0
2338,Over Now,Post Malone,3.0,24.0
2339,Over You,Daughtry,25.0,18.0
2340,Over You,Miranda Lambert,20.0,35.0
2342,Overdose,Youngboy Never Broke Again,9.0,42.0
2343,Overnight Celebrity,Twista,20.0,6.0
2345,P.I.M.P.,50 Cent,25.0,3.0
2346,Pain,Jimmy Eat World,2.0,93.0
2347,Pain,Three Days Grace,20.0,44.0
2348,Paint Me A Birmingham,Tracy Lawrence,16.0,42.0
2349,Panda,Desiigner,40.0,1.0
2352,Paparazzi,Lady Gaga,27.0,6.0
2354,Paper Planes,M.I.A.,20.0,4.0
2355,Papers,Usher,16.0,31.0
2356,Parachute,Chris Stapleton,5.0,78.0
2357,Paradise,Bazzi,3.0,91.0
2358,Paradise,Coldplay,32.0,15.0
2359,Paralyzer,Finger Eleven,50.0,6.0
2360,Paranoid,Jonas Brothers,7.0,37.0
2361,Paranoid,Post Malone,6.0,11.0
2362,Paris,The Chainsmokers,20.0,6.0
2363,Parking Lot Party,Lee Brice,20.0,62.0
2364,Part Ii,"Method Man, Redman",12.0,72.0
2365,Part Of Me,Katy Perry,22.0,1.0
2366,Party In The U.S.A.,Miley Cyrus,28.0,2.0
2367,Party Monster,The Weeknd,19.0,16.0
2368,Party Up,Dmx,21.0,27.0
2369,Passionfruit,Drake,20.0,8.0
2370,Patty Cake,Kodak Black,3.0,76.0
2371,Peacekeeper,Fleetwood Mac,11.0,80.0
2372,Peaches & Cream,112,29.0,4.0
2373,Peak,Drake,2.0,38.0
2374,People Are Crazy,Billy Currington,20.0,27.0
2375,People Like Us,Kelly Clarkson,10.0,65.0
2376,Perdidos,"Monchy, Alexandra",7.0,92.0
2377,Perfect,Ed Sheeran,57.0,1.0
2378,Perfect,One Direction,20.0,10.0
2379,Perfect,Simple Plan,20.0,24.0
2380,Perfect Illusion,Lady Gaga,6.0,15.0
2381,Perfect Situation,Weezer,17.0,51.0
2382,Perfect Storm,Brad Paisley,17.0,52.0
2384,Peter Pan,Kelsea Ballerini,20.0,35.0
2387,Photograph,Ed Sheeran,30.0,10.0
2388,Photograph,J. Cole,2.0,14.0
2389,Photograph,Nickelback,33.0,2.0
2390,Pickin' Wildflowers,Keith Anderson,12.0,64.0
2391,Picture To Burn,Taylor Swift,20.0,28.0
2392,Pictures Of You,The Last Goodnight,18.0,70.0
2393,Piece By Piece,Kelly Clarkson,15.0,8.0
2394,Piece Of Me,Britney Spears,20.0,18.0
2395,Pieces Of Me,Ashlee Simpson,21.0,5.0
2397,Pillowtalk,Zayn,24.0,1.0
2398,Pills N Potions,Nicki Minaj,18.0,24.0
2399,Pimp Juice,Nelly,7.0,58.0
2400,Pinch Me,Barenaked Ladies,21.0,15.0
2401,Pirate Flag,Kenny Chesney,18.0,46.0
2402,Plain Jane,A$Ap Ferg,25.0,26.0
2403,Plastic Bag,"Drake, Future",2.0,78.0
2404,Play,David Banner,20.0,7.0
2405,Play,Jennifer Lopez,20.0,18.0
2406,Play It Again,Luke Bryan,20.0,14.0
2407,Play My Music,Jonas Brothers,5.0,20.0
2408,Play Something Country,"Brooks, Dunn",17.0,37.0
2409,Play That Song,Train,20.0,41.0
2410,Playas Gon' Play,3Lw,7.0,81.0
2411,Please Don'T Go,Mike Posner,20.0,16.0
2412,Please Don'T Leave Me,P!Nk,26.0,17.0
2413,Please Me,"Cardi B, Bruno Mars",19.0,3.0
2414,Please Remember Me,Tim Mcgraw,20.0,10.0
2415,Plug Walk,Rich The Kid,20.0,13.0
2416,Pocketful Of Sunshine,Natasha Bedingfield,35.0,5.0
2417,Point At You,Justin Moore,19.0,53.0
2418,Poker Face,Lady Gaga,40.0,1.0
2419,Pompeii,Bastille,53.0,5.0
2420,Pon De Replay,Rihanna,27.0,2.0
2421,Pontoon,Little Big Town,20.0,22.0
2422,Pop A Top,Alan Jackson,17.0,43.0
2423,"Pop, Lock & Drop It",Huey,23.0,6.0
2424,Poppin' My Collar,Three 6 Mafia,16.0,21.0
2425,Pork And Beans,Weezer,15.0,64.0
2426,Potential Breakup Song,"Aly, Aj",17.0,17.0
2427,Pound The Alarm,Nicki Minaj,18.0,15.0
2428,Pour It Up,Rihanna,20.0,19.0
2429,Pour Me,Trick Pony,14.0,71.0
2430,Power,Kanye West,16.0,22.0
2431,Praise You,Fatboy Slim,20.0,36.0
2432,Pray,Justin Bieber,4.0,61.0
2433,Pray,Sam Smith,2.0,55.0
2434,Pray For You,Jaron And The Long Road To Love,20.0,34.0
2435,Prayer,Disturbed,20.0,58.0
2436,Prayin' For Daylight,Rascal Flatts,20.0,38.0
2437,Praying,Kesha,21.0,22.0
2438,Prblms,6Lack,8.0,72.0
2439,Precious,Depeche Mode,3.0,71.0
2441,Presidential,Youngbloodz,12.0,81.0
2442,Press,Cardi B,4.0,16.0
2443,Pretty Girl Rock,Keri Hilson,22.0,24.0
2444,Pretty Girls,"Britney Spears, Iggy Azalea",8.0,29.0
